Fecha,Mercador,Pagador,Super Mercado,Barrio,Factura,Solo Brando,Solo Vane,Brando Paga Vane,Vane Paga Brando,Brando Suprise,burtbees,papel higenico,Cauzela,Cereal,Leche,Jugo,Higos,Mango,Kiwi,Pitahaya,papaya,Fresa,Piña,mixta,Galupa,Arandano,Uchuva,Pera nacional,Pera Verde,Manzana Granny,Manzana Royal,Manzana Mixta,Ciruela,Nectarin,Durazno,Plantano,Banano,Mandarina,Limon,Guanabana,Granadilla,Fruta,broccoli,esparragos,aguacate,vegetalesMixta,Habicuela,Champinon,Zanahoria,Tomate,TomateArbol,white onion,red onion,Pimentos,Brocoli,Berenjena,Calabacin,aguacate injert,aguacate hass,Ajo,Papa,Ensalada,Verdura,carne precessada,carne molida,vaca,pollo,tocino,cerdo,camaron,pescado,huevos,Carne,aveva,arroz,lentejas,frijoles,garbazos,Arepa,pasta,pasta sauce,Quesito,Cafe,TÉ,Cerveza,Papel HIgenico,Mercato,Cosa por el baño,Pastilla,Para la Casa,Bosas Plasticas,IVA,Factura Compartido   Con Amor
22-Apr-04,Vane,Vane,Jumbo,Envigado,146384.00,0.00,0.00,,,,,,104139.00,,,,,2622.00,6368.00,,,,,,,,,,5272.00,,,,,,,,2818.00,,,,6148.00,23228.00,,,,,,,410.00,2599.00,,,,,,,,4988.00,,,2257.00,5900.00,16154.00,,,,,,,,,,62513.00,,,,,,,,,9590.00,,,,,21980.00,,,,,,146384.00
22-Apr-04,Vane,Vane,Jumbo,Envigado,52623.00,0.00,47180.00,,,,,,,,,,,2657.00,,,,,,,,,,,,,,,,,,,,,,,,2657.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,7990.00,,,,,,5443.00
22-Apr-06,Brando,Brando,Jumbo,Envigado,194018.00,29080.00,0.00,,,,,,,28980.00,29080.00,,1182.00,2860.00,,,,,,,,,,,,,,,,5426.00,,,,,,,11309.00,20777.00,,,,,,,,1734.00,,3452.00,,,,,,,,,3875.00,,9061.00,,,,,,,,,,,,,,,,24770.00,,,,14390.00,,,,,,,,,,164938.00
22-Apr-10,Vane,Vane,Euro,Envigado,42146.00,0.00,0.00,,,,,,,,,,,2400.00,,,,,,,,,,,,,,,,,,496.00,,,2400.00,,,5296.00,,,,,,,,,,,,,,,,,,,11733.00,6500.00,18233.00,,,,,,,,,,9470.00,,,,,,,,,7110.00,,,,,,,,,53.00,,42146.00
22-Apr-17,los_dos,Vane,Euro,Envigado,181776.00,0.00,0.00,,,,,,,15220.00,4920.00,,,,,12337.00,,,,,,22900.00,,,,,,,,,,,,,,9570.00,,44807.00,,,,,,6700.00,904.00,,,,,1210.00,1739.00,,1931.00,,,1192.00,,,13676.00,,,,,,,,,,,,,,,,11530.00,,,7110.00,25460.00,,,,,,,,,,181776.00
22-Apr-17,Vane,Vane,DeUno,Envigado,24667.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,20200.00,,,,,,,,,,,,,,,,,,,,24667.00
22-Apr-19,Brando,Brando,Euro,Envigado,107021.00,33570.00,0.00,,,,,,,12990.00,33570.00,,,,,,,,,,,,,,,,5650.00,,,,,,3767.00,,,,12684.00,22101.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,21180.00,,,7190.00,,,,,,,,,,,73451.00
22-Apr-26,Vane,Vane,Euro,Envigado,74635.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185.00,,2660.00,,,,4560.00,9405.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,29060.00,,,7190.00,,,,,,,,,,,74635.00
22-Apr-28,Brando,Brando,Jumbo,Envigado,175544.00,56560.00,0.00,,,30911.00,,,,12990.00,33570.00,,,,,,,,,,,,,,,,,24830.00,,,,,1471.00,,,,,26301.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,27073.00,,,,,,,,,,23180.00,25390.00,,,,,,,212.00,,118984.00
22-May-04,Brando,Brando,Jumbo,Envigado,187106.00,56560.00,0.00,,,33488.00,,,,12990.00,33570.00,,,,8458.00,,,,,,,,,,,,,,6680.00,,,,,,,,,15138.00,,,,,,,800.00,2170.00,,,1157.00,1037.00,,,1435.00,,,,,,6599.00,,,,,,,,,,26698.00,,,,,,27770.00,,,,23180.00,,,,,,,,,,130546.00
22-May-05,Vane,Vane,DeUno,Envigado,30590.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,9490.00,,9490.00,,,,,,,,,,,,,,,,,,,,,,,,,7490.00,,6840.00,3780.00,,30590.00
22-May-08,Vane,Vane,Jumbo,Envigado,148970.00,0.00,46930.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102040.00
22-May-10,Brando,Brando,Jumbo,Envigado,109010.00,59280.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,7775.00,,,,1809.00,,,,8293.00,17877.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,24770.00,,,6590.00,,,,,,,,,440.00,,49730.00
22-May-14,Brando,Brando,Brisas,La Estrella,43000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,12000.00,,,6590.00,,,,,,18000.00,,,,,43000.00
22-May-15,los_dos,Vane,Vaquita,Caldas,104796.00,0.00,0.00,,,30945.00,,,,,,,,,2180.00,,,,,,,,,,,3859.00,,,,,,,,,,,,6039.00,,,,2940.00,,7340.00,630.00,2398.00,,2253.00,,2865.00,,,1839.00,,,,8300.00,,28565.00,,,,,,,,,,10680.00,,,,,,8175.00,,,,,,,,,,,,106.00,,104796.00
22-May-15,los_dos,Brando,faramacia,Caldas,117000.00,40000.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,20000.00,,21400.00,,,77000.00
22-May-16,Vane,Vane,MercadoLibre,Colombia,133000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,133000.00,,,133000.00
22-May-16,Brando,Brando,Brisas,La Estrella,19400.00,4600.00,0.00,,,,,,8000.00,,4600.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4500.00,,,,,,,,,,,,100.00,,14800.00
22-May-16,Vane,Vane,HandyMan,La Estrella,240000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,240000.00,,,240000.00
22-May-17,Brando,Brando,TuSuper,La Estrella,53314.00,7000.00,0.00,,,1900.00,,,,27200.00,7000.00,,,,,6660.00,,,,,1200.00,,,,,,,,,,,,,,,,,7860.00,,,,,,,,878.00,,976.00,,,,,,,,,,,1854.00,,,,,,,,,,,,,,,,,,,6500.00,,,,,,,,,,,46314.00
22-May-20,Brando,Brando,Brisas,La Estrella,11500.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4500.00,,,7000.00,,,,,,,,,,,11500.00
22-May-22,Brando,Brando,TuSuper,La Estrella,85000.00,38100.00,0.00,,,,,,,,38100.00,,,1134.00,,7496.00,,,,,,,,,3200.00,1700.00,1850.00,,,,,,1788.00,,,,1850.00,19018.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,4200.00,,,,,,,,,,,,,,,,,,,,46900.00
22-May-25,Brando,Brando,Brisas,La Estrella,13300.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,6300.00,,,7000.00,,,,,,,,,,,13300.00
22-May-26,Brando,Brando,TuSuper,La Estrella,125591.00,26100.00,0.00,,,,,,,,26100.00,,,1386.00,,3793.00,,,,,,,,,3200.00,3400.00,,,,,,,3444.00,,,,2968.00,18191.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,62100.00,,,,8300.00,2700.00,,,,,99491.00
22-May-27,Vane,Vane,MercadoLibre,Colombia,40000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,40000.00,,,40000.00
22-May-27,Brando,Brando,MerkePaisa,La Estrella,82073.00,0.00,0.00,,,,,,,19900.00,,,,,5175.00,,,,,,,,,,,,,,,2782.00,,,,4719.00,,,,12676.00,,,,,,6180.00,780.00,1480.00,,2698.00,,1911.00,,,2133.00,,,,,,15182.00,,,,,,,,,,27683.00,,,,,,,,,,,,,,,,,,,,82073.00
22-May-28,Brando,Brando,HomeCenter,Envigado,366400.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,366400.00,2900.00,,366400.00
22-May-28,Brando,Brando,HomeCenter,Envigado,53800.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,53800.00,,,53800.00
22-May-28,Brando,Brando,Abundacia,La Estrella,7602.00,0.00,0.00,,,,,,,,,3000.00,,,,,,,,,,,,,,,,,,,,,,,,3000.00,,3000.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,3050.00,,,1499.00,53.00,,7602.00
22-May-30,Vane,Vane,Brisas,La Estrella,32900.00,0.00,11000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4500.00,,,7000.00,,,,,,,,10000.00,,,21900.00
22-Jun-01,Brando,Brando,TuSuper,La Estrella,32602.00,11400.00,0.00,,,,,,,,11400.00,,,,,,,,,,,,,,1593.00,,,,,,,,2532.00,,,,,4125.00,,,,,504.00,4600.00,713.00,,,870.00,,,,1593.00,870.00,,,,,,9150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21202.00
22-Jun-01,Brando,Brando,Brisas,La Estrella,18700.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4700.00,,,14000.00,,,,,,,,,,,18700.00
22-Jun-03,Brando,Brando,MerkePaisa,La Estrella,104607.00,23900.00,0.00,,,,,,,30750.00,23900.00,,,,3208.00,7082.00,,,,,,8210.00,,,4023.00,4032.00,1808.00,,5796.00,,2117.00,,3763.00,,,,,40039.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80707.00
22-Jun-06,Brando,Brando,Brisas,La Estrella,29900.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,11900.00,,,7000.00,,,,,11000.00,,,,,,29900.00
22-Jun-07,Brando,Brando,Brisas,La Estrella,25275.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875.00,,,,,2875.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,9400.00,,,7000.00,,,,,,,,,,,25275.00
22-Jun-08,Brando,Brando,TuSuper,La Estrella,67920.00,0.00,0.00,,,,,,8598.00,16600.00,,,,2898.00,,,,,,,,,,,,,,,,,,,,,,,,2898.00,,,,,,,326.00,950.00,,1030.00,630.00,2242.00,,,950.00,,,,2470.00,,8598.00,,,,,,,,,,,,,,,,5900.00,,,,,25380.00,,,,,,,,,67920.00
22-Jun-10,Brando,Brando,MerkePaisa,La Estrella,110631.00,31890.00,0.00,,,,,,17828.00,,23900.00,,,,3028.00,7040.00,,,,,,7990.00,,,6851.00,2150.00,1745.00,,,,,,,,,,,28804.00,,,,,,,,,,,,1778.00,,,,,,,,7020.00,8798.00,,,,,,,,,,,,,,,,17828.00,,,,,,,,2350.00,,,,,,78741.00
22-Jun-13,Brando,Brando,Brisas,La Estrella,10800.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,3770.00,,3770.00,,,,,,,,,,,,,,,,,,,7000.00,,,,,,,,,,,10800.00
22-Jun-14,Brando,Brando,Brisas,La Estrella,11700.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4700.00,,,7000.00,,,,,,,,,,,11700.00
22-Jun-16,Brando,Brando,Brisas,La Estrella,11700.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4700.00,,,7000.00,,,,,,,,,,,11700.00
22-Jun-17,Brando,Brando,MerkePaisa,La Estrella,145741.00,45590.00,0.00,,,,,,,23500.00,23900.00,12550.00,,,7392.00,6597.00,,,,,,7990.00,,,5654.00,4502.00,,,8262.00,,2244.00,,,,,,,42641.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100151.00
22-Jun-22,Brando,Brando,TuSuper,La Estrella,48800.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,2900.00,,,,3200.00,,48800.00
22-Jun-23,Brando,Brando,Brisas,La Estrella,11700.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4700.00,,,7000.00,,,,,,,,,,,11700.00
22-Jun-23,Brando,Brando,Exito,Sabaneta,43387.00,23430.00,0.00,,,,,,,,,,,4000.00,3450.00,,,,,,,6900.00,,,1410.00,,,,,,,,,,,,3450.00,19210.00,,,,,,,,2364.00,,,,,,,,,,,,,2364.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19957.00
22-Jun-25,Brando,Brando,MerkePaisa,La Estrella,62408.00,4350.00,0.00,,,7250.00,,,40822.00,,4350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,6034.00,,6034.00,,,,,,,,,,28912.00,,,,,,,,,,,,,,,,,,53.00,,58058.00
22-Jun-27,Brando,Brando,AirBnB,Colombia,100800.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100800.00
22-Jun-26,Vane,Vane,Brisas,La Estrella,11000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4700.00,,,,,,,,,,,,,,11000.00
22-Jun-27,Vane,Vane,Brisas,La Estrella,14300.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,2000.00,,,,2000.00,,,,,,,,,,,,,,,,3000.00,,,7000.00,,,,,,,,,,,14300.00
22-Jun-29,Brando,Brando,MerkePaisa,La Estrella,156535.00,44150.00,0.00,,,42148.00,,,,18150.00,23900.00,,,2906.00,2698.00,4430.00,,,,,,8400.00,,,6296.00,2011.00,,,4607.00,1747.00,,,1471.00,,,,,34566.00,,,,,,4277.00,372.00,1208.00,,1658.00,,2938.00,,,1410.00,,,,,,11863.00,,,,,,,,,,29700.00,,,,,,,,,,,17050.00,,,11850.00,12450.00,,,53.00,,112385.00
22-Jul-03,los_dos,Vane,Brisas,La Estrella,17400.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875.00,,450.00,,,2325.00,,,,,,,,,,,,,,,,,2000.00,,1375.00,,3375.00,,,,,,,,,,,,,,,,,,,7000.00,,,,,,,,,,,17400.00
22-Jul-03,los_dos,Brando,DeUno,La Estrella,2990.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,2990.00,,,2990.00
22-Jul-06,Brando,Brando,TuSuper,La Estrella,121750.00,4800.00,0.00,,,,,,,16600.00,4800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,69500.00,15550.00,,,,,,,,,116950.00
22-Jul-07,Vane,Vane,Luisa,Caldas,31000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,31000.00,,,31000.00
22-Jul-07,Brando,Brando,Brisas,La Estrella,13600.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,6600.00,,,7000.00,,,,,,,,,,,13600.00
22-Jul-08,Brando,Brando,MerkePaisa,La Estrella,147275.00,34140.00,0.00,,,,,,,,20100.00,4800.00,,,4396.00,10526.00,,,,,,14040.00,,,9027.00,4704.00,,,,,2455.00,,2279.00,,,,,47427.00,,8060.00,,,,,753.00,1109.00,,2946.00,,2299.00,,,585.00,,,,,4770.00,20522.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113135.00
22-Jul-11,Vane,Vane,cocomercado,La Estrella,112596.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,112596.00,,,112596.00
22-Jul-16,Brando,Brando,Brisas,La Estrella,14000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4700.00,,,,,,,,,,,,,,14000.00
22-Jul-16,Vane,Vane,Caldas,Caldas,96000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96000.00
22-Jul-17,Brando,Brando,MerkePaisa,La Estrella,122493.00,39270.00,0.00,,,,,,,14550.00,24050.00,12550.00,,,,12332.00,,,,,,7020.00,,,3924.00,4088.00,2871.00,,,,,,,,,,,30235.00,,,,,,,,958.00,,,,,,,,,,,,,958.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83223.00
22-Jul-22,Brando,Brando,MerkePaisa,La Estrella,114685.00,40920.00,0.00,,,,,,,22350.00,,,,,1976.00,,,,,,,7020.00,,,,3024.00,,,4236.00,,,,3492.00,,,,,19748.00,,,,,,,444.00,529.00,,,,1110.00,1647.00,639.00,,,,,,,4369.00,,,,,,,,,,51431.00,,,,,,,,,,,,,,5300.00,,,,53.00,,73765.00
22-Jul-27,Brando,Brando,Brisas,La Estrella,22900.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4700.00,,,8700.00,,,,,,,,,,,22900.00
29-Jul-29,Brando,Brando,MerkePaisa,La Estrella,148229.00,87940.00,0.00,,,,,,,40600.00,24050.00,,,,4637.00,9200.00,,,,,,,,,,,,,6526.00,,2406.00,,2681.00,,,,,25450.00,,,,,,,,775.00,,,,,,,,,,,,,775.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60289.00
22-Aug-02,Brando,Brando,Brisas,La Estrella,60400.00,7300.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.00,,,,,2500.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4700.00,,,7000.00,,,,,,,,,,,53100.00
22-Aug-07,Brando,Brando,tienda,Caldas,126000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126000.00
22-Aug-05,Brando,Brando,MerkePaisa,La Estrella,183000.00,85000.00,0.00,,,,,,,14550.00,24050.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,40000.00,,,,,,,,,,,,,,,,,,,,98000.00
22-Aug-09,Brando,Brando,Brisas,La Estrella,59625.00,10400.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,9400.00,,,14000.00,,,,,15900.00,5000.00,,,,,49225.00
22-Aug-10,Brando,Brando,MerkePaisa,La Estrella,88519.00,24200.00,0.00,,,,,,,18950.00,,,,,1485.00,7017.00,,,,,,5125.00,,,2586.00,,,,5767.00,,990.00,,1349.00,,,,,24319.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64319.00
22-Aug-18,Brando,Brando,MerkePaisa,La Estrella,135574.00,54870.00,0.00,,,,,,,10150.00,26900.00,,,,3850.00,10560.00,,,,,,7020.00,,,4360.00,,,,5074.00,,1531.00,,,,,,,32395.00,,,,,,,252.00,1958.00,,,,874.00,,,2534.00,,,,,,5618.00,,,,,,,,,,,,,,,,,,,,,15500.00,,,10800.00,,,,,,80704.00
22-Aug-23,Brando,Brando,MerkePaisa,La Estrella,73535.00,43250.00,0.00,,,,,,,20450.00,,,,,3542.00,10568.00,,,,,,,,,5886.00,,,,7380.00,,2909.00,,,,,,,30285.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30285.00
22-Aug-25,Brando,Brando,Brisas,La Estrella,16400.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,9400.00,,,7000.00,,,,,,,,,,,16400.00
22-Aug-29,Brando,Brando,MerkePaisa,La Estrella,206372.00,71050.00,0.00,,,,,,,,26500.00,,,,,,,,,,,,,,5415.00,,4505.00,,,,2059.00,,,,,,,11979.00,,,,,,,1059.00,962.00,,1536.00,,,,,,,,,,,3557.00,,,,,,,,,,22736.00,,,,,,,,,,,,,,,,,,,,135322.00
22-Sep-16,Brando,Brando,TuSuper,La Estrella,121752.00,94500.00,0.00,,,,,,,16600.00,,,,,,4524.00,,,,,,,,,,,,,,,,,2508.00,,,,2820.00,9852.00,,,,,,,,,,,,,,,,,,,,2300.00,2300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27252.00
22-Sep-19,Brando,Brando,MerkePaisa,La Estrella,48445.00,23550.00,0.00,,,,,,,,23550.00,,,,,,,,,,,,,,,,,,,,,,1932.00,,,,,1932.00,,,,,,,527.00,768.00,,1298.00,,1034.00,,1018.00,1224.00,,,,,,5869.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24895.00
22-Sep-26,Brando,Brando,Brisas,La Estrella,2000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,2000.00,,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.00
22-Sep-26,Brando,Brando,TuSuper,La Estrella,36800.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,25300.00,,,,,,,,,36800.00
22-Sep-26,Vane,Vane,Brisas,La Estrella,31050.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,11000.00,,,,,,4700.00,,,4200.00,,,,,,,,,,,31050.00
22-Sep-27,Vane,Vane,online,Colombia,68000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68000.00
22-Sep-28,Brando,Brando,MerkePaisa,La Estrella,72098.00,20950.00,0.00,,,,,,,,20950.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,163.00,803.00,,,,712.00,,311.00,683.00,,,,,1898.00,4570.00,,,,,,,,,,36652.00,,,,,,,,,,,,,,,,,,,,51148.00
22-Sep-28,Brando,Brando,F&S,La Estrella,66200.00,66200.00,0.00,,,,,,,41700.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
22-Oct-04,Brando,Brando,MerkePaisa,La Estrella,81039.00,42400.00,0.00,,,,,,,,20950.00,,309.00,3488.00,2110.00,13878.00,,,,,,,,,4348.00,1293.00,,,7765.00,,,,,,,,,33191.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38639.00
22-Sep-29,Brando,Brando,TuSuper,La Estrella,48134.00,24900.00,0.00,,,,,,,24900.00,,,,1518.00,,6396.00,,,,,,,,,,,,,,,,,1776.00,,,,3744.00,13434.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23234.00
22-Oct-05,Brando,Brando,Brisas,La Estrella,30020.00,8900.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.00,,,,,1320.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4700.00,,,4200.00,,,,,,,,,,,21120.00
22-Oct-08,Brando,Brando,Exito,Envigado,107742.00,7500.00,0.00,,,,,,,,,,,,2500.00,5349.00,,,,,,7500.00,,,45320.00,,,,,,,,,,,,3348.00,64017.00,,,,10930.00,,,,,,,,,,,,,,,3248.00,,14178.00,,,,,,,,,,50310.00,,,,,,,,,,,,18150.00,,,,,,53.00,,100242.00
22-Oct-10,Brando,Brando,MerkePaisa,La Estrella,51225.00,6700.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.00,,,,,2250.00,,,,,,,,684.00,,1134.00,971.00,,,,1349.00,,,,,,4138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44525.00
22-Oct-10,Brando,Brando,Brisas,La Estrella,19400.00,8900.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,4700.00,,,4200.00,,,,,,,,,,,10500.00
