Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,50.75,50.970001220703125,49.959999084472656,50.20000076293945,26.810466766357422,1456000
2008-01-03,50.0099983215332,50.279998779296875,49.529998779296875,49.75,26.570140838623047,1772300
2008-01-04,49.5,49.95000076293945,49.22999954223633,49.400001525878906,26.383211135864258,3153200
2008-01-07,49.400001525878906,49.7400016784668,48.849998474121094,49.06999969482422,26.206966400146484,3597800
2008-01-08,49.349998474121094,49.900001525878906,48.900001525878906,49.0,26.169588088989258,3345300
2008-01-09,48.86000061035156,49.38999938964844,48.630001068115234,49.25,26.3030948638916,4662600
2008-01-10,49.099998474121094,50.689998626708984,48.849998474121094,50.31999969482422,26.87456512451172,3655800
2008-01-11,50.25,50.650001525878906,49.709999084472656,50.27000045776367,26.847854614257812,3772000
2008-01-14,50.54999923706055,50.650001525878906,49.619998931884766,49.70000076293945,26.543428421020508,2545600
2008-01-15,49.25,49.25,48.2599983215332,48.5099983215332,25.90788459777832,4095500
2008-01-16,48.29999923706055,49.130001068115234,48.2599983215332,48.650001525878906,25.982650756835938,4812400
2008-01-17,49.150001525878906,49.22999954223633,47.90999984741211,48.11000061035156,25.694259643554688,3952800
2008-01-18,48.61000061035156,48.61000061035156,46.91999816894531,47.709999084472656,25.480619430541992,4816500
2008-01-21,45.5,46.900001525878906,45.150001525878906,45.91999816894531,24.524627685546875,4261500
2008-01-22,45.650001525878906,48.790000915527344,45.63999938964844,48.790000915527344,26.34427833557129,6285300
2008-01-23,48.0,51.0,47.65999984741211,50.9900016784668,27.532169342041016,6160400
2008-01-24,51.400001525878906,51.400001525878906,49.79999923706055,49.97999954223633,26.986812591552734,4662400
2008-01-25,50.54999923706055,50.54999923706055,49.130001068115234,49.38999938964844,26.668245315551758,2800200
2008-01-28,49.400001525878906,49.95000076293945,48.81999969482422,49.70000076293945,26.835628509521484,2910700
2008-01-29,49.95000076293945,50.27000045776367,49.56999969482422,49.97999954223633,26.986812591552734,3238700
2008-01-30,49.84000015258789,50.5,49.75,49.900001525878906,26.943626403808594,3466100
2008-01-31,49.650001525878906,50.900001525878906,49.15999984741211,50.650001525878906,27.348575592041016,6128200
2008-02-01,50.880001068115234,51.54999923706055,50.650001525878906,51.43000030517578,27.76975440979004,4232800
2008-02-04,51.470001220703125,51.7599983215332,50.529998779296875,50.70000076293945,27.375587463378906,2548400
2008-02-05,50.25,50.9900016784668,49.70000076293945,49.88999938964844,26.938220977783203,3575600
2008-02-06,50.380001068115234,50.5,49.720001220703125,50.119998931884766,27.06241226196289,2603000
2008-02-07,50.029998779296875,51.439998626708984,50.02000045776367,51.290000915527344,27.694156646728516,3588000
2008-02-08,50.91999816894531,51.20000076293945,50.27000045776367,50.560001373291016,27.299989700317383,2753700
2008-02-11,50.900001525878906,51.13999938964844,50.150001525878906,50.93000030517578,27.49976348876953,2965400
2008-02-12,51.0,51.540000915527344,50.470001220703125,50.849998474121094,27.45656967163086,2019900
2008-02-13,51.150001525878906,51.279998779296875,50.27000045776367,50.70000076293945,27.375587463378906,2340000
2008-02-14,50.97999954223633,50.97999954223633,50.0099983215332,50.04999923706055,27.024608612060547,4040800
2008-02-15,50.04999923706055,50.15999984741211,49.56999969482422,49.81999969482422,26.90042495727539,3725900
2008-02-19,50.5,50.83000183105469,50.09000015258789,50.54999923706055,27.294584274291992,5015500
2008-02-20,50.20000076293945,51.0,49.880001068115234,50.900001525878906,27.483572006225586,3052300
