Fecha,Mercador,Pagador,Super Mercado,Barrio,Factura,Solo Brando,Solo Vane,Brando Paga Vane,Vane Paga Brando,Brando Suprise,burtbees,papel higenico,Cauzela,Cereal,Leche,Jugo,Higos,Mango,Kiwi,Pitahaya,papaya,Fresa,Piña,mixta,Galupa,Arandano,Uchuva,Pera nacional,Pera Verde,Manzana Granny,Manzana Royal,Manzana Mixta,Ciruela,Nectarin,Durazno,Plantano,Banano,Mandarina,Limon,Guanabana,Granadilla,Fruta,broccoli,esparragos,aguacate,vegetalesMixta,Habicuela,Champinon,Zanahoria,Tomate,TomateArbol,white onion,red onion,Pimentos,Brocoli,Berenjena,Calabacin,aguacate injert,aguacate hass,Ajo,Papa,Ensalada,Verdura,carne precessada,carne molida,vaca,pollo,tocino,cerdo,camaron,pescado,huevos,Carne,aveva,arroz,lentejas,frijoles,garbazos,Arepa,pasta,pasta sauce,Quesito,Cafe,TÉ,Cerveza,Papel HIgenico,Mercato,Cosa por el baño,Pastilla,Para la Casa,Bosas Plasticas,IVA,Factura Compartido   Con Amor
22-May-05,Vane,Vane,DeUno,Envigado,"30,590",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,"9,490",,"9,490",,,,,,,,,,,,,,,,,,,,,,,,,"7,490",,"6,840","3,780",,"30,590"
22-May-08,Vane,Vane,Jumbo,Envigado,"148,970",0,"46,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,040"
22-May-10,Brando,Brando,Jumbo,Envigado,"109,010","59,280",0,,,,,,,,,,,,,,,,,,,,,,,,,,"7,775",,,,"1,809",,,,"8,293","17,877",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"24,770",,,"6,590",,,,,,,,,440,,"49,730"
22-May-14,Brando,Brando,Brisas,La Estrella,"43,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"12,000",,,"6,590",,,,,,"18,000",,,,,"43,000"
22-May-15,los_dos,Vane,Vaquita,Caldas,"104,796",0,0,,,"30,945",,,,,,,,,"2,180",,,,,,,,,,,"3,859",,,,,,,,,,,,"6,039",,,,"2,940",,"7,340",630,"2,398",,"2,253",,"2,865",,,"1,839",,,,"8,300",,"28,565",,,,,,,,,,"10,680",,,,,,"8,175",,,,,,,,,,,,106,,"104,796"
22-May-15,los_dos,Brando,faramacia,Caldas,"117,000","40,000",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,"20,000",,"21,400",,,"77,000"
22-May-16,Vane,Vane,MercadoLibre,Colombia,"133,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,000",,,"133,000"
22-May-16,Brando,Brando,Brisas,La Estrella,"19,400","4,600",0,,,,,,"8,000",,"4,600",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,500",,,,,,,,,,,,100,,"14,800"
22-May-16,Vane,Vane,HandyMan,La Estrella,"240,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,000",,,"240,000"
22-May-17,Brando,Brando,TuSuper,La Estrella,"53,314","7,000",0,,,"1,900",,,,"27,200","7,000",,,,,"6,660",,,,,"1,200",,,,,,,,,,,,,,,,,"7,860",,,,,,,,878,,976,,,,,,,,,,,"1,854",,,,,,,,,,,,,,,,,,,"6,500",,,,,,,,,,,"46,314"
22-May-20,Brando,Brando,Brisas,La Estrella,"11,500",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,500",,,"7,000",,,,,,,,,,,"11,500"
22-May-22,Brando,Brando,TuSuper,La Estrella,"85,000","38,100",0,,,,,,,,"38,100",,,"1,134",,"7,496",,,,,,,,,"3,200","1,700","1,850",,,,,,"1,788",,,,"1,850","19,018",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"4,200",,,,,,,,,,,,,,,,,,,,"46,900"
22-May-25,Brando,Brando,Brisas,La Estrella,"13,300",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"6,300",,,"7,000",,,,,,,,,,,"13,300"
22-May-26,Brando,Brando,TuSuper,La Estrella,"125,591","26,100",0,,,,,,,,"26,100",,,"1,386",,"3,793",,,,,,,,,"3,200","3,400",,,,,,,"3,444",,,,"2,968","18,191",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,"62,100",,,,"8,300","2,700",,,,,"99,491"
22-May-27,Vane,Vane,MercadoLibre,Colombia,"40,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000",,,"40,000"
22-May-27,Brando,Brando,MerkePaisa,La Estrella,"82,073",0,0,,,,,,,"19,900",,,,,"5,175",,,,,,,,,,,,,,,"2,782",,,,"4,719",,,,"12,676",,,,,,"6,180",780,"1,480",,"2,698",,"1,911",,,"2,133",,,,,,"15,182",,,,,,,,,,"27,683",,,,,,,,,,,,,,,,,,,,"82,073"
22-May-28,Brando,Brando,HomeCenter,Envigado,"366,400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"366,400","2,900",,"366,400"
22-May-28,Brando,Brando,HomeCenter,Envigado,"53,800",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,800",,,"53,800"
22-May-28,Brando,Brando,Abundacia,La Estrella,"7,602",0,0,,,,,,,,,"3,000",,,,,,,,,,,,,,,,,,,,,,,,"3,000",,"3,000",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"3,050",,,"1,499",53,,"7,602"
22-May-30,Vane,Vane,Brisas,La Estrella,"32,900",0,"11,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,500",,,"7,000",,,,,,,,"10,000",,,"21,900"
22-Jun-01,Brando,Brando,TuSuper,La Estrella,"32,602","11,400",0,,,,,,,,"11,400",,,,,,,,,,,,,,"1,593",,,,,,,,"2,532",,,,,"4,125",,,,,504,"4,600",713,,,870,,,,"1,593",870,,,,,,"9,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,202"
22-Jun-01,Brando,Brando,Brisas,La Estrella,"18,700",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,700",,,"14,000",,,,,,,,,,,"18,700"
22-Jun-03,Brando,Brando,MerkePaisa,La Estrella,"104,607","23,900",0,,,,,,,"30,750","23,900",,,,"3,208","7,082",,,,,,"8,210",,,"4,023","4,032","1,808",,"5,796",,"2,117",,"3,763",,,,,"40,039",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,707"
22-Jun-06,Brando,Brando,Brisas,La Estrella,"29,900",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"11,900",,,"7,000",,,,,"11,000",,,,,,"29,900"
22-Jun-07,Brando,Brando,Brisas,La Estrella,"25,275",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,875",,,,,"2,875",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"9,400",,,"7,000",,,,,,,,,,,"25,275"
22-Jun-08,Brando,Brando,TuSuper,La Estrella,"67,920",0,0,,,,,,"8,598","16,600",,,,"2,898",,,,,,,,,,,,,,,,,,,,,,,,"2,898",,,,,,,326,950,,"1,030",630,"2,242",,,950,,,,"2,470",,"8,598",,,,,,,,,,,,,,,,"5,900",,,,,"25,380",,,,,,,,,"67,920"
22-Jun-10,Brando,Brando,MerkePaisa,La Estrella,"110,631","31,890",0,,,,,,"17,828",,"23,900",,,,"3,028","7,040",,,,,,"7,990",,,"6,851","2,150","1,745",,,,,,,,,,,"28,804",,,,,,,,,,,,"1,778",,,,,,,,"7,020","8,798",,,,,,,,,,,,,,,,"17,828",,,,,,,,"2,350",,,,,,"78,741"
22-Jun-13,Brando,Brando,Brisas,La Estrella,"10,800",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,"3,770",,"3,770",,,,,,,,,,,,,,,,,,,"7,000",,,,,,,,,,,"10,800"
22-Jun-14,Brando,Brando,Brisas,La Estrella,"11,700",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,700",,,"7,000",,,,,,,,,,,"11,700"
22-Jun-16,Brando,Brando,Brisas,La Estrella,"11,700",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,700",,,"7,000",,,,,,,,,,,"11,700"
22-Jun-17,Brando,Brando,MerkePaisa,La Estrella,"145,741","45,590",0,,,,,,,"23,500","23,900","12,550",,,"7,392","6,597",,,,,,"7,990",,,"5,654","4,502",,,"8,262",,"2,244",,,,,,,"42,641",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,151"
22-Jun-22,Brando,Brando,TuSuper,La Estrella,"48,800",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"2,900",,,,"3,200",,"48,800"
22-Jun-23,Brando,Brando,Brisas,La Estrella,"11,700",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,700",,,"7,000",,,,,,,,,,,"11,700"
22-Jun-23,Brando,Brando,Exito,Sabaneta,"43,387","23,430",0,,,,,,,,,,,"4,000","3,450",,,,,,,"6,900",,,"1,410",,,,,,,,,,,,"3,450","19,210",,,,,,,,"2,364",,,,,,,,,,,,,"2,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,957"
22-Jun-25,Brando,Brando,MerkePaisa,La Estrella,"62,408","4,350",0,,,"7,250",,,"40,822",,"4,350",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,"6,034",,"6,034",,,,,,,,,,"28,912",,,,,,,,,,,,,,,,,,53,,"58,058"
22-Jun-27,Brando,Brando,AirBnB,Colombia,"100,800",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,800"
22-Jun-26,Vane,Vane,Brisas,La Estrella,"11,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,700",,,,,,,,,,,,,,"11,000"
22-Jun-27,Vane,Vane,Brisas,La Estrella,"14,300",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"2,000",,,,"2,000",,,,,,,,,,,,,,,,"3,000",,,"7,000",,,,,,,,,,,"14,300"
22-Jun-29,Brando,Brando,MerkePaisa,La Estrella,"156,535","44,150",0,,,"42,148",,,,"18,150","23,900",,,"2,906","2,698","4,430",,,,,,"8,400",,,"6,296","2,011",,,"4,607","1,747",,,"1,471",,,,,"34,566",,,,,,"4,277",372,"1,208",,"1,658",,"2,938",,,"1,410",,,,,,"11,863",,,,,,,,,,"29,700",,,,,,,,,,,"17,050",,,"11,850","12,450",,,53,,"112,385"
22-Jul-03,los_dos,Vane,Brisas,La Estrella,"17,400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,875",,450,,,"2,325",,,,,,,,,,,,,,,,,"2,000",,"1,375",,"3,375",,,,,,,,,,,,,,,,,,,"7,000",,,,,,,,,,,"17,400"
22-Jul-03,los_dos,Brando,DeUno,La Estrella,"2,990",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,990",,,"2,990"
22-Jul-06,Brando,Brando,TuSuper,La Estrella,"121,750","4,800",0,,,,,,,"16,600","4,800",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,"69,500","15,550",,,,,,,,,"116,950"
22-Jul-07,Vane,Vane,Luisa,Caldas,"31,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,000",,,"31,000"
22-Jul-07,Brando,Brando,Brisas,La Estrella,"13,600",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"6,600",,,"7,000",,,,,,,,,,,"13,600"
22-Jul-08,Brando,Brando,MerkePaisa,La Estrella,"147,275","34,140",0,,,,,,,,"20,100","4,800",,,"4,396","10,526",,,,,,"14,040",,,"9,027","4,704",,,,,"2,455",,"2,279",,,,,"47,427",,"8,060",,,,,753,"1,109",,"2,946",,"2,299",,,585,,,,,"4,770","20,522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113,135"
22-Jul-11,Vane,Vane,cocomercado,La Estrella,"112,596",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"112,596",,,"112,596"
22-Jul-16,Brando,Brando,Brisas,La Estrella,"14,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,700",,,,,,,,,,,,,,"14,000"
22-Jul-16,Vane,Vane,Caldas,Caldas,"96,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,000"
22-Jul-17,Brando,Brando,MerkePaisa,La Estrella,"122,493","39,270",0,,,,,,,"14,550","24,050","12,550",,,,"12,332",,,,,,"7,020",,,"3,924","4,088","2,871",,,,,,,,,,,"30,235",,,,,,,,958,,,,,,,,,,,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,223"
22-Jul-22,Brando,Brando,MerkePaisa,La Estrella,"114,685","40,920",0,,,,,,,"22,350",,,,,"1,976",,,,,,,"7,020",,,,"3,024",,,"4,236",,,,"3,492",,,,,"19,748",,,,,,,444,529,,,,"1,110","1,647",639,,,,,,,"4,369",,,,,,,,,,"51,431",,,,,,,,,,,,,,"5,300",,,,53,,"73,765"
22-Jul-27,Brando,Brando,Brisas,La Estrella,"22,900",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,700",,,"8,700",,,,,,,,,,,"22,900"
29-Jul-29,Brando,Brando,MerkePaisa,La Estrella,"148,229","87,940",0,,,,,,,"40,600","24,050",,,,"4,637","9,200",,,,,,,,,,,,,"6,526",,"2,406",,"2,681",,,,,"25,450",,,,,,,,775,,,,,,,,,,,,,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,289"
22-Aug-02,Brando,Brando,Brisas,La Estrella,"60,400","7,300",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,500",,,,,"2,500",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,700",,,"7,000",,,,,,,,,,,"53,100"
22-Aug-07,Brando,Brando,tienda,Caldas,"126,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126,000"
22-Aug-05,Brando,Brando,MerkePaisa,La Estrella,"183,000","85,000",0,,,,,,,"14,550","24,050",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"40,000",,,,,,,,,,,,,,,,,,,,"98,000"
22-Aug-09,Brando,Brando,Brisas,La Estrella,"59,625","10,400",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"9,400",,,"14,000",,,,,"15,900","5,000",,,,,"49,225"
22-Aug-10,Brando,Brando,MerkePaisa,La Estrella,"88,519","24,200",0,,,,,,,"18,950",,,,,"1,485","7,017",,,,,,"5,125",,,"2,586",,,,"5,767",,990,,"1,349",,,,,"24,319",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,319"
22-Aug-18,Brando,Brando,MerkePaisa,La Estrella,"135,574","54,870",0,,,,,,,"10,150","26,900",,,,"3,850","10,560",,,,,,"7,020",,,"4,360",,,,"5,074",,"1,531",,,,,,,"32,395",,,,,,,252,"1,958",,,,874,,,"2,534",,,,,,"5,618",,,,,,,,,,,,,,,,,,,,,"15,500",,,"10,800",,,,,,"80,704"
22-Aug-23,Brando,Brando,MerkePaisa,La Estrella,"73,535","43,250",0,,,,,,,"20,450",,,,,"3,542","10,568",,,,,,,,,"5,886",,,,"7,380",,"2,909",,,,,,,"30,285",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,285"
22-Aug-25,Brando,Brando,Brisas,La Estrella,"16,400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"9,400",,,"7,000",,,,,,,,,,,"16,400"
22-Aug-29,Brando,Brando,MerkePaisa,La Estrella,"206,372","71,050",0,,,,,,,,"26,500",,,,,,,,,,,,,,"5,415",,"4,505",,,,"2,059",,,,,,,"11,979",,,,,,,"1,059",962,,"1,536",,,,,,,,,,,"3,557",,,,,,,,,,"22,736",,,,,,,,,,,,,,,,,,,,"135,322"
22-Sep-16,Brando,Brando,TuSuper,La Estrella,"121,752","94,500",0,,,,,,,"16,600",,,,,,"4,524",,,,,,,,,,,,,,,,,"2,508",,,,"2,820","9,852",,,,,,,,,,,,,,,,,,,,"2,300","2,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,252"
22-Sep-19,Brando,Brando,MerkePaisa,La Estrella,"48,445","23,550",0,,,,,,,,"23,550",,,,,,,,,,,,,,,,,,,,,,"1,932",,,,,"1,932",,,,,,,527,768,,"1,298",,"1,034",,"1,018","1,224",,,,,,"5,869",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,895"
22-Sep-26,Brando,Brando,Brisas,La Estrella,"2,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,"2,000",,"2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000"
22-Sep-26,Brando,Brando,TuSuper,La Estrella,"36,800",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,"25,300",,,,,,,,,"36,800"
22-Sep-26,Vane,Vane,Brisas,La Estrella,"31,050",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"11,000",,,,,,"4,700",,,"4,200",,,,,,,,,,,"31,050"
22-Sep-27,Vane,Vane,online,Colombia,"68,000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,000"
22-Sep-28,Brando,Brando,MerkePaisa,La Estrella,"72,098","20,950",0,,,,,,,,"20,950",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,163,803,,,,712,,311,683,,,,,"1,898","4,570",,,,,,,,,,"36,652",,,,,,,,,,,,,,,,,,,,"51,148"
22-Sep-28,Brando,Brando,F&S,La Estrella,"66,200","66,200",0,,,,,,,"41,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22-Oct-04,Brando,Brando,MerkePaisa,La Estrella,"81,039","42,400",0,,,,,,,,"20,950",,309,"3,488","2,110","13,878",,,,,,,,,"4,348","1,293",,,"7,765",,,,,,,,,"33,191",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,639"
22-Sep-29,Brando,Brando,TuSuper,La Estrella,"48,134","24,900",0,,,,,,,"24,900",,,,"1,518",,"6,396",,,,,,,,,,,,,,,,,"1,776",,,,"3,744","13,434",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,234"
22-Oct-05,Brando,Brando,Brisas,La Estrella,"30,020","8,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,320",,,,,"1,320",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,700",,,"4,200",,,,,,,,,,,"21,120"
22-Oct-08,Brando,Brando,Exito,Envigado,"107,742","7,500",0,,,,,,,,,,,,"2,500","5,349",,,,,,"7,500",,,"45,320",,,,,,,,,,,,"3,348","64,017",,,,"10,930",,,,,,,,,,,,,,,"3,248",,"14,178",,,,,,,,,,"50,310",,,,,,,,,,,,"18,150",,,,,,53,,"100,242"
22-Oct-10,Brando,Brando,MerkePaisa,La Estrella,"51,225","6,700",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,250",,,,,"2,250",,,,,,,,684,,"1,134",971,,,,"1,349",,,,,,"4,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,525"
22-Oct-10,Brando,Brando,Brisas,La Estrella,"19,400","8,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"4,700",,,"4,200",,,,,,,,,,,"10,500"
22-Oct-11,Brando,Brando,F&S,La Estrella,"73,800","73,800",0,,,,,,,,,,,,,,,"15,700","8,900","8,900",,"13,500",,,,,,,,,,,,,,,,"47,000",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"8,300",,,,,,,,,,,,,,0
22-Oct-16,Vane,Vane,Brisas,La Estrella,"24,840",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,680",,,,,"1,680",,,"5,950",,,,,,,460,,,,,,,,"1,000","1,250","3,500","12,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,840"
22-Oct-17,Brando,Brando,MerkePaisa,La Estrella,"41,058","20,950",0,,,,,,,,,,,,"2,009","12,641",,,,,,,,,,,,,"3,898",,,,"1,560",,,,,"20,108",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,108"
22-Oct-22,los_dos,Brando,TuSuper,La Estrella,"109,786","46,000",0,,,,,,,"33,200",,,,,,,,,,,,,,,,,,,,,,,"1,430",,,,"4,256","5,686",,,,,,,,,,,,,,,,,,,,"7,300","7,300",,"20,000",,,,,,,,,,,,,,,,,,,,,,"5,400",,,,,,"63,786"
22-Oct-25,Brando,Brando,MerkePaisa,La Estrella,"83,525","39,550",0,,,,,,,,,,,,,"8,944",,,,,,,,,,"1,998",,,"4,276",,,,"3,504",,,,,"18,722",,,,,,,441,"1,856",,"1,134","1,288","2,659",,,792,,,,,,"8,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,975"
22-Oct-29,Brando,Brando,MercadoLibre,Colombia,"56,000","56,000",0,,,,"56,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22-Oct-28,los_dos,Brando,MerkePaisa,La Estrella,"158,258",0,0,,,,,"12,950",,,,,,,,,,,,,,,,,"4,755",,,,"4,527",,,,"2,639",,,,,"11,921",,,,,,,185,"1,348",,"1,220",,,,,,,,,"4,554",,"7,307",,,"46,065","19,793","24,259",,,,,,,"4,300",,,,,"2,200",,,,,,,"3,400",,,,159,,"158,258"
22-Oct-27,Brando,Brando,F&S,La Estrella,"61,720","61,720",0,,,,,,,,,,,,,,,"25,120",,"24,000",,,,,,,,,,,,,,,,,,"49,120",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22-Oct-29,los_dos,Brando,Brisas,La Estrella,"20,200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"7,100",,,"9,500",,,,,,,,,,,"20,200"
22-Nov-09,Brando,Brando,MerkePaisa,La Estrella,"107,308","41,050",0,,,,,,,"32,000",,,,,"1,607","9,769",,,,,,,,,"2,766",,,,"3,113",,,,,,,,,"17,255",,,,,,,349,904,,"1,288",,995,,"1,047",,,,,,,"4,583",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,258"
22-Nov-09,Brando,Brando,Brisas,La Estrella,"4,300",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,"4,300",,,,,,,,,,,"4,300"
22-Nov-11,los_dos,Vane,Brisas,La Estrella,"24,800",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,800"
22-Nov-13,los_dos,Brando,TuSuper,La Estrella,"94,617",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,108","3,108",,,,,,,,,,,,,,,,,,,"4,425",,"4,425",,,,,"30,400","30,400",,,,,,,,,,,,,,,,,,,"8,300",,"3,900",,,"94,617"
22-Nov-12,Brando,Brando,TuSuper,La Estrella,"16,600","16,600",0,,,,,,,"16,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
